date,id,price,mktcap,liquidity,sector
2002-02-15,1,672.02128384,1372684288.0,7680.0,
2002-02-18,1,669.3962007,1367322240.0,25500.0,
2002-02-19,1,665.45857599,1359279168.0,24336.0,
2002-02-20,1,662.83349285,1353917120.0,28785.0,
2002-02-21,1,669.3962007,1367322240.0,0.0,
2002-02-22,1,675.95890855,1380727360.0,2575.0,
2002-02-25,1,682.5216164,1394132480.0,41600.0,
2002-02-26,1,695.6470321,1420942720.0,13250.0,
2002-02-27,1,695.6470321,1420942720.0,7950.0,
2002-02-28,1,695.6470321,1420942720.0,42930.0,
2002-03-01,1,702.20973995,1434347840.0,32100.0,
2002-03-05,1,689.08432425,1407537600.0,42525.0,
2002-03-06,1,702.20973995,1434347840.0,1605.0,
2002-03-07,1,715.33515565,1461158080.0,81750.0,
2002-03-08,1,721.8978635,1474563200.0,6050.0,
2002-03-11,1,735.0232792,1501373440.0,56000.0,
2002-03-13,1,708.7724478,1447752960.0,3240.0,
2002-03-14,1,748.1486949,1528183680.0,2850.0,
2002-03-15,1,761.2741106,1554993920.0,14500.0,
2002-03-18,1,761.2741106,1554993920.0,580.0,
2002-03-19,1,761.2741106,1554993920.0,5800.0,
2002-03-20,1,736.33582077,1504054464.0,11220.0,
2002-03-21,1,748.1486949,1528183680.0,11970.0,
2002-03-22,1,748.1486949,1528183680.0,16530.0,
2002-03-26,1,754.71140275,1541588800.0,5750.0,
2002-03-27,1,754.71140275,1541588800.0,17250.0,
2002-03-28,1,761.2741106,1554993920.0,5800.0,
2002-04-02,1,761.2741106,1554993920.0,11020.0,
2002-04-03,1,761.2741106,1554993920.0,5800.0,
2002-04-04,1,761.2741106,1554993920.0,1740.0,
2002-04-08,1,761.2741106,1554993920.0,29000.0,
2002-04-09,1,761.2741106,1554993920.0,4060.0,
2002-04-12,1,748.1486949,1528183680.0,15390.0,
2002-04-15,1,735.0232792,1501373440.0,158480.0,
2002-04-16,1,761.2741106,1554993920.0,11600.0,
2002-04-17,1,748.1486949,1528183680.0,43890.0,
2002-04-18,1,754.71140275,1541588800.0,0.0,
2002-04-19,1,754.71140275,1541588800.0,8050.0,
2002-04-23,1,754.71140275,1541588800.0,11500.0,
2002-04-24,1,765.21173531,1563036992.0,2915.0,
2002-04-26,1,754.71140275,1541588800.0,1725.0,
2002-04-29,1,761.2741106,1554993920.0,0.0,
2002-04-30,1,765.21173531,1563036992.0,11660.0,
2002-05-02,1,754.71140275,1541588800.0,15525.0,
2002-05-03,1,765.21173531,1563036992.0,4081.0,
2002-05-06,1,765.21173531,1563036992.0,11660.0,
2002-05-07,1,765.21173531,1563036992.0,1166.0,
2002-05-13,1,754.71140275,1541588800.0,1725.0,
2002-05-14,1,767.83681845,1568399040.0,5850.0,
2002-05-16,1,761.2741106,1554993920.0,29000.0,
2002-05-17,1,748.1486949,1528183680.0,57000.0,
2002-05-21,1,748.1486949,1528183680.0,570.0,
2002-05-22,1,749.46123647,1530864704.0,0.0,
2002-05-24,1,749.46123647,1530864704.0,8565.0,
2002-05-27,1,749.46123647,1530864704.0,5710.0,
2002-05-28,1,761.2741106,1554993920.0,16240.0,
2002-05-29,1,754.71140275,1541588800.0,13225.0,
2002-05-30,1,754.71140275,1541588800.0,5750.0,
2002-05-31,1,761.2741106,1554993920.0,5800.0,
2002-06-05,1,767.83681845,1568399040.0,2925.0,
2002-06-12,1,761.2741106,1554993920.0,11600.0,
2002-06-13,1,761.2741106,1554993920.0,4640.0,
2002-06-17,1,761.2741106,1554993920.0,11600.0,
2002-06-19,1,761.2741106,1554993920.0,1160.0,
2002-06-20,1,754.71140275,1541588800.0,4025.0,
2002-06-24,1,761.2741106,1554993920.0,31320.0,
2002-06-26,1,749.46123647,1530864704.0,28550.0,
2002-06-28,1,761.2741106,1554993920.0,6380.0,
2002-07-01,1,767.83681845,1568399040.0,2925.0,
2002-07-02,1,749.46123647,1530864704.0,14846.0,
2002-07-03,1,754.71140275,1541588800.0,11500.0,
2002-07-16,1,767.83681845,1568399040.0,11700.0,
2002-07-17,1,761.2741106,1554993920.0,29000.0,
2002-07-18,1,761.2741125,1420942720.0,57770.0,
2002-07-19,1,768.4559437500001,1434347840.0,0.0,
2002-07-23,1,768.4559437500001,1434347840.0,18190.0,
2002-07-29,1,768.4559437500001,1434347840.0,21400.0,
2002-07-30,1,775.637775,1447752960.0,0.0,
2002-07-31,1,775.637775,1447752960.0,2700.0,
2002-08-05,1,782.81960625,1461158080.0,545.0,
2002-08-06,1,775.637775,1447752960.0,8640.0,
2002-08-07,1,781.38324,1458477056.0,5440.0,
2002-08-12,1,781.38324,1458477056.0,3264.0,
2002-08-16,1,775.637775,1447752960.0,13500.0,
2002-08-19,1,775.637775,1447752960.0,2160.0,
2002-08-20,1,768.4559437500001,1434347840.0,7490.0,
2002-08-21,1,768.4559437500001,1434347840.0,3210.0,
2002-08-23,1,775.637775,1447752960.0,1080.0,
2002-08-28,1,768.4559437500001,1434347840.0,7490.0,
2002-08-29,1,775.637775,1447752960.0,13500.0,
2002-08-30,1,775.637775,1447752960.0,5940.0,
2002-09-02,1,781.38324,1458477056.0,2720.0,
2002-09-03,1,781.38324,1458477056.0,2176.0,
2002-09-05,1,768.4559437500001,1434347840.0,2675.0,
2002-09-11,1,768.4559437500001,1434347840.0,1605.0,
2002-09-12,1,761.2741125,1420942720.0,5300.0,
2002-09-13,1,768.4559437500001,1434347840.0,0.0,
2002-09-17,1,768.4559437500001,1434347840.0,5350.0,
2002-09-19,1,768.4559437500001,1434347840.0,21400.0,
2002-09-20,1,768.4559437500001,1434347840.0,8025.0,
2002-09-25,1,768.4559437500001,1434347840.0,8025.0,
2002-09-30,1,761.2741125,1420942720.0,29150.0,
2002-10-01,1,768.4559437500001,1434347840.0,0.0,
2002-10-02,1,768.4559437500001,1434347840.0,10700.0,
2002-10-03,1,768.4559437500001,1434347840.0,2675.0,
2002-10-04,1,768.4559437500001,1434347840.0,10700.0,
2002-10-08,1,761.2741125,1420942720.0,37100.0,
2002-10-09,1,761.2741125,1420942720.0,15900.0,
2002-10-15,1,775.637775,1447752960.0,16200.0,
2002-10-17,1,781.38324,1458477056.0,14688.0,
2002-10-18,1,781.38324,1458477056.0,19040.0,
2002-10-31,1,781.38324,1458477056.0,5440.0,
2002-11-15,1,781.38324,1458477056.0,5440.0,
2002-11-18,1,781.38324,1458477056.0,4352.0,
2002-11-20,1,782.81960625,1461158080.0,8720.0,
2002-11-25,1,768.4559437500001,1434347840.0,2675.0,
2002-11-28,1,768.4559437500001,1434347840.0,10700.0,
2002-11-29,1,775.637775,1447752960.0,16200.0,
2002-12-03,1,782.81960625,1461158080.0,4360.0,
2002-12-04,1,782.81960625,1461158080.0,2725.0,
2002-12-10,1,775.637775,1447752960.0,540.0,
2002-12-12,1,775.637775,1447752960.0,14040.0,
2002-12-16,1,775.637775,1447752960.0,0.0,
2002-12-18,1,782.81960625,1461158080.0,2180.0,
2002-12-19,1,782.81960625,1461158080.0,5450.0,
2002-12-23,1,768.4559437500001,1434347840.0,4280.0,
2002-12-30,1,782.81960625,1461158080.0,5450.0,
2003-01-03,1,790.0014375000001,1474563200.0,5500.0,
2003-01-06,1,785.6923387500001,1466520128.0,1094.0,
2003-01-07,1,782.81960625,1461158080.0,13625.0,
2003-01-08,1,790.0014375000001,1474563200.0,1100.0,
2003-01-10,1,790.0014375000001,1474563200.0,11000.0,
2003-01-13,1,782.81960625,1461158080.0,3815.0,
2003-01-14,1,782.81960625,1461158080.0,9810.0,
2003-01-15,1,782.81960625,1461158080.0,11445.0,
2003-01-16,1,782.81960625,1461158080.0,1090.0,
2003-01-20,1,782.81960625,1461158080.0,2180.0,
2003-01-22,1,782.81960625,1461158080.0,545.0,
2003-01-27,1,790.0014375000001,1474563200.0,550.0,
2003-01-28,1,775.637775,1447752960.0,10800.0,
2003-01-29,1,790.0014375000001,1474563200.0,12650.0,
2003-02-13,1,790.0014375000001,1474563200.0,1100.0,
2003-02-14,1,790.0014375000001,1474563200.0,2750.0,
2003-02-20,1,797.18326875,1487968320.0,3330.0,
2003-02-21,1,790.0014375000001,1474563200.0,13750.0,
2003-02-24,1,795.7469025,1485287296.0,5540.0,
2003-02-25,1,795.7469025,1485287296.0,1108.0,
2003-02-26,1,795.7469025,1485287296.0,2216.0,
2003-02-28,1,790.0014375000001,1474563200.0,7700.0,
2003-03-04,1,804.3651,1501373440.0,2240.0,
2003-03-05,1,804.3651,1501373440.0,2240.0,
2003-03-07,1,804.3651,1501373440.0,5600.0,
2003-03-10,1,801.4923675,1496011392.0,0.0,
2003-03-11,1,782.81960625,1461158080.0,11990.0,
2003-03-12,1,801.4923675,1496011392.0,5580.0,
2003-03-13,1,782.81960625,1461158080.0,17440.0,
2003-03-14,1,782.81960625,1461158080.0,3270.0,
2003-03-21,1,790.0014375000001,1474563200.0,8250.0,
2003-03-31,1,797.18326875,1487968320.0,21090.0,
2003-04-01,1,797.18326875,1487968320.0,5550.0,
2003-04-03,1,804.3651,1474563200.0,7700.0,
2003-04-04,1,804.3651,1474563200.0,13750.0,
2003-04-08,1,804.3651,1474563200.0,5500.0,
2003-04-09,1,804.3651,1474563200.0,2750.0,
2003-04-10,1,804.3651,1474563200.0,2200.0,
2003-04-11,1,789.74028,1447752960.0,21060.0,
2003-04-14,1,804.3651,1474563200.0,0.0,
2003-04-23,1,804.3651,1474563200.0,1100.0,
2003-04-29,1,816.064956,1496011392.0,15624.0,
2003-04-30,1,804.3651,1474563200.0,40700.0,
2003-05-02,1,804.3651,1474563200.0,14300.0,
2003-05-06,1,804.3651,1474563200.0,72600.0,
2003-05-07,1,804.3651,1474563200.0,1100.0,
2003-05-08,1,804.3651,1474563200.0,5500.0,
2003-05-14,1,804.3651,1474563200.0,13750.0,
2003-05-15,1,789.74028,1447752960.0,65880.0,
2003-05-16,1,775.11546,1420942720.0,52470.0,
2003-05-19,1,797.05269,1461158080.0,16895.0,
2003-05-21,1,811.67751,1487968320.0,5550.0,
2003-05-26,1,811.67751,1487968320.0,555.0,
2003-05-27,1,804.3651,1474563200.0,5500.0,
2003-06-02,1,804.3651,1474563200.0,8250.0,
2003-06-11,1,811.67751,1487968320.0,1665.0,
2003-06-16,1,797.05269,1461158080.0,16350.0,
2003-06-18,1,804.3651,1474563200.0,2750.0,
2003-06-24,1,811.67751,1487968320.0,11100.0,
2003-06-25,1,818.98992,1501373440.0,4480.0,
2003-06-26,1,811.67751,1487968320.0,555.0,
